"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NYNY","Empire Resorts, Inc.","0.77","68985840","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NYNY&selected=NYNY",
"ELMG","EMS Technologies, Inc.","32.94","505299600","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ELMG&selected=ELMG",
"EBTX","Encore Bancshares, Inc.","11.78","135470000","2007","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EBTX&selected=EBTX",
"ECPG","Encore Capital Group Inc","21.61","522486580","n/a","Finance","Finance Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ECPG&selected=ECPG",
"WIRE","Encore Wire Corporation","21.42","497393820","1992","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=WIRE&selected=WIRE",
"ENDP","Endo Pharmaceuticals Holdings Inc.","33.76","3934626720","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ENDP&selected=ENDP",
"ECYT","Endocyte, Inc.","10.97","325578630","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ECYT&selected=ECYT",
"ELGX","Endologix  Inc","8.87","503425720","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ELGX&selected=ELGX",
"HEV","Ener1 Inc","0.8309","140498542.8","n/a","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HEV&selected=HEV",
"ENER","Energy Conversion Devices, Inc.","0.73","38868850","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ENER&selected=ENER",
"EFOI","Energy Focus, Inc.","0.46","11388220","n/a","Consumer Durables","Building Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EFOI&selected=EFOI",
"ERII","Energy Recovery, Inc.","2.5","131522500","2008","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ERII&selected=ERII",
"EXXI","Energy XXI (Bermuda) Limited","23.61","1778092710","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXXI&selected=EXXI",
"ENOC","EnerNOC, Inc.","10.75","283735500","2007","Technology","Computer Software: Programming, Data Processing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ENOC&selected=ENOC",
"ENG","ENGlobal Corporation","3.05","81306900","1991","Consumer Services","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ENG&selected=ENG",
"ESGR","Enstar Group Limited","101.24","1386785520","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESGR&selected=ESGR",
"ENTG","Entegris, Inc.","7.79","1046563130","2000","Consumer Non-Durables","Plastic Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ENTG&selected=ENTG",
"ETRM","EnteroMedics Inc.","2.31","64430520","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ETRM&selected=ETRM",
"EBTC","Enterprise Bancorp Inc","15.06","141428460","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EBTC&selected=EBTC",
"EFSC","Enterprise Financial Services Corporation","13.99","247469110","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EFSC&selected=EFSC",
"ENMD","EntreMed, Inc.","1.42","16442180","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ENMD&selected=ENMD",
"ENTR","Entropic Communications, Inc.","3.62","310150740","1994","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ENTR&selected=ENTR",
"ECGI","Envoy Capital Group Inc.","1.63","13085640","n/a","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ECGI&selected=ECGI",
"ENZN","Enzon Pharmaceuticals, Inc.","8.26","442512980","1984","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ENZN&selected=ENZN",
"EONC","eOn Communications Corporation","1.5","4296000","2000","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EONC&selected=EONC",
"EOSPN","EOS Preferred Corporation","20","30000000","n/a","Finance","Real Estate","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EOSPN&selected=EOSPN",
"EPCT          ","EpiCept Corporation                     ","0.4","28395600","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EPCT          &selected=EPCT          ",
"EPIQ","EPIQ Systems, Inc.","11.59","410343950","1997","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EPIQ&selected=EPIQ",
"PLUS","ePlus Inc.","25.62","216847680","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=PLUS&selected=PLUS",
"EPHC","Epoch Holding Corporation","15.75","367888500","n/a","Finance","Investment Managers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EPHC&selected=EPHC",
"EPOC","Epocrates, Inc.","16.69","390596070","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EPOC&selected=EPOC",
"EQIX","Equinix, Inc.","90.14","4222157600","2000","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EQIX&selected=EQIX",
"ERT","eResearch Technology Inc.","5.49","269361360","n/a","Health Care","Precision Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ERT&selected=ERT",
"ERIE","Erie Indemnity Company","68.89","3402821550","n/a","Finance","Specialty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ERIE&selected=ERIE",
"ESBF","ESB Financial Corporation","13.63","202228310","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESBF&selected=ESBF",
"ESCA","Escalade, Incorporated","4.73","60714280","n/a","Consumer Non-Durables","Recreational Products/Toys","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESCA&selected=ESCA",
"ESMC","Escalon Medical Corp.","1.2","9031200","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESMC&selected=ESMC",
"ESSA","ESSA Bancorp, Inc.","11.26","143891540","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESSA&selected=ESSA",
"ESSX","Essex Rental Corporation","4.89","119452920","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESSX&selected=ESSX",
"CLWT","Euro Tech Holdings Company Limited","0.9","10368900","1997","Consumer Durables","Diversified Electronic Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CLWT&selected=CLWT",
"EEFT","Euronet Worldwide, Inc.","15.98","818287860","1997","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EEFT&selected=EEFT",
"ESEA","Euroseas Ltd.","3.54","109747080","n/a","Transportation","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESEA&selected=ESEA",
"EVEP","EV Energy Partners, L.P.","57.9","1978674600","2006","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EVEP&selected=EVEP",
"ESLR","Evergreen Solar, Inc.","0.38","14660020","2000","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESLR&selected=ESLR",
"EVOL","Evolving Systems, Inc.","6.72","72374400","1998","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EVOL&selected=EVOL",
"EXAS","EXACT Sciences Corporation","6.62","345689780","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXAS&selected=EXAS",
"EXAC","Exactech, Inc.","16.9","221052000","1996","Health Care","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXAC&selected=EXAC",
"EXAR","Exar Corporation","5.89","262187460","1985","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXAR&selected=EXAR",
"EDS","Exceed Company Ltd.","4.22","82944100","n/a","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EDS&selected=EDS",
"EDSUU","Exceed Company Ltd.","3.75","1102500","n/a","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EDSUU&selected=EDSUU",
"EDSWW","Exceed Company Ltd.","0.14","1470000","n/a","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EDSWW&selected=EDSWW",
"EXEL","Exelixis, Inc.","7.03","898680050","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXEL&selected=EXEL",
"EXFO","EXFO Inc","7.02","200757960","n/a","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXFO&selected=EXFO",
"XIDE","Exide Technologies","4.93","382469400","n/a","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=XIDE&selected=XIDE",
"EXLS","ExlService Holdings, Inc.","25.75","764054000","2006","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXLS&selected=EXLS",
"EXPE","Expedia, Inc.","28.31","7014566870","1999","Consumer Services","Transportation Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXPE&selected=EXPE",
"EXPD","Expeditors International of Washington, Inc.","42.85","9100054500","n/a","Transportation","Oil Refining/Marketing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXPD&selected=EXPD",
"EXPO","Exponent, Inc.","41.03","574953390","1985","Consumer Services","Professional Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXPO&selected=EXPO",
"ESRX","Express Scripts, Inc.","47.59","25196715860","1992","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESRX&selected=ESRX",
"EXLP","Exterran Partners, L.P.","20.49","561569430","n/a","Public Utilities","Natural Gas Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXLP&selected=EXLP",
"EXTR","Extreme Networks, Inc.","2.84","261510040","1999","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EXTR&selected=EXTR",
"EZCH","EZchip Semiconductor Limited","29.93","789284030","n/a","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EZCH&selected=EZCH",
"EZPW","EZCORP, Inc.","29.59","1389398450","1991","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EZPW&selected=EZPW",
"FFIV","F5 Networks, Inc.","76.52","6206613720","1999","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FFIV&selected=FFIV",
"FRP","FairPoint Communications, Inc.","6.61","173532330","1986","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FRP&selected=FRP",
"FALC","FalconStor Software, Inc.","3.18","148172100","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FALC&selected=FALC",
"DAVE","Famous Dave's of America, Inc.","8.65","69546000","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DAVE&selected=DAVE",
"FARM","Farmer Brothers Company","6.68","108249400","n/a","Consumer Non-Durables","Packaged Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FARM&selected=FARM",
"FFKT","Farmers Capital Bank Corporation","5","37100000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FFKT&selected=FFKT",
"FARO","FARO Technologies, Inc.","35.94","587223660","1997","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FARO&selected=FARO",
"FAST","Fastenal Company","31.27","9220303470","1987","Consumer Services","RETAIL: Building Materials","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FAST&selected=FAST",
"FBSS","Fauquier Bankshares, Inc.","12.1501","44590867","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FBSS&selected=FBSS",
"FBRC","FBR & Co","2.65","163465250","1970","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FBRC&selected=FBRC",
"FDML","Federal-Mogul Corporation","15.14","1497421700","n/a","Capital Goods","Auto Parts:O.E.M.","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FDML&selected=FDML",
"FFCO","FedFirst Financial Corporation","14.03","41963730","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FFCO&selected=FFCO",
"FEIC","FEI Company","30.32","1173202080","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FEIC&selected=FEIC",
"FHCO","Female Health Company (The)","4.57","126744380","n/a","Basic Industries","Specialty Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FHCO&selected=FHCO",
"FFDF","FFD Financial Corporation","15.6","15787200","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FFDF&selected=FFDF",
"FTWR","FiberTower Corporation","0.72","35745840","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FTWR&selected=FTWR",
"FSBI","Fidelity Bancorp, Inc.","10","30620000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FSBI&selected=FSBI",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","97.33","145995000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ONEQ&selected=ONEQ",
"LION","Fidelity Southern Corporation","6.46","69645260","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LION&selected=LION",
"FDUS","Fidus Investment Corporation","12.75","120194250","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FDUS&selected=FDUS",
"FITB","Fifth Third Bancorp","10.55","9692580400","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FITB&selected=FITB",
"FITBP","Fifth Third Bancorp","125","514125000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FITBP&selected=FITBP",
"FNGN","Financial Engines, Inc.","19.455","865397310","2010","Finance","Investment Managers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FNGN&selected=FNGN",
"FISI","Financial Institutions, Inc.","15.95","219998350","1999","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FISI&selected=FISI",
"FNSR","Finisar Corporation","13.85","1241403200","1999","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FNSR&selected=FNSR",
"FABK","First Advantage Bancorp","12.75","59058000","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FABK&selected=FABK",
"FBNC","First Bancorp","10","168360000","1987","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FBNC&selected=FBNC",
"FNLC","First Bancorp, Inc (ME)","14.52","142165320","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FNLC&selected=FNLC",
"FBSI","First Bancshares, Inc.","6.51","10097010","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FBSI&selected=FBSI",
"BUSE","First Busey Corporation","5.22","452036340","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BUSE&selected=BUSE",
"FBIZ","First Business Financial Services, Inc.","15.29","39708130","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FBIZ&selected=FBIZ",
"FCAL","First California Financial Group, Inc.","3.36","95477760","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCAL&selected=FCAL",
"FCVA","First Capital Bancorp, Inc. (VA)","3.52","10457920","2007","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCVA&selected=FCVA",
"FCAP","First Capital, Inc.","17.6","49051200","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCAP&selected=FCAP",
"FCFS","First Cash Financial Services, Inc.","41.44","1297486400","1991","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCFS&selected=FCFS",
"FCZA","First Citizens Banc Corp.","3.9","30061200","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCZA&selected=FCZA",
"FCNCA","First Citizens BancShares, Inc.","152.24","1333165680","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCNCA&selected=FCNCA",
"FCLF","First Clover Leaf Financial Corp.","6.5","51161500","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCLF&selected=FCLF",
"FCBC","First Community Bancshares, Inc.","11.16","199719360","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCBC&selected=FCBC",
"FCCO","First Community Corporation","6.19","20266060","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCCO&selected=FCCO",
"FBNK","First Connecticut Bancorp, Inc.","10.8","185684400","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FBNK&selected=FBNK",
"FDEF","First Defiance Financial Corp.","14.04","136524960","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FDEF&selected=FDEF",
"FFBH","First Federal Bancshares of Arkansas, Inc.","5.9","96730500","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FFBH&selected=FFBH",
